Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	tree_length
0	-2106.962	-2292.599	185.6376	1.277479	4.825078	2.048688
6	-2108.875	-2294.654	185.7799	1.283155	4.334371	2.048688
12	-2114.146	-2300.557	186.4105	1.27526	3.255343	1.886658
18	-2111.233	-2296.721	185.4882	1.203635	3.647291	2.437242
24	-2107.95	-2293.816	185.8665	1.293964	2.876905	2.334981
30	-2107.877	-2294.246	186.369	1.386704	2.707369	1.997456
36	-2110.719	-2297.088	186.3692	1.339206	2.562914	2.073935
42	-2109.362	-2294.648	185.2868	1.202759	3.802357	2.529227
48	-2101.29	-2286.9	185.6095	1.171156	3.095173	2.515576
54	-2104.672	-2289.493	184.8212	1.034378	2.758921	3.165984
60	-2096.333	-2281.124	184.7907	1.069445	2.797186	3.153027
66	-2104.06	-2288.957	184.8972	1.008479	3.270823	3.006657
72	-2102.134	-2287.624	185.4902	1.0765	3.818453	2.477528
78	-2115.344	-2300.802	185.4573	1.313435	3.818453	2.348799
84	-2127.39	-2314.469	187.0788	1.794225	3.239564	0.9565854
90	-2111.729	-2298.777	187.0473	1.796063	3.239564	0.987149
96	-2117.788	-2304.717	186.9293	1.851174	3.212448	1.059223
102	-2117.648	-2304.784	187.136	1.851174	2.969029	0.9541556
108	-2126.136	-2313.111	186.975	1.917679	3.103608	0.993064
114	-2115.116	-2301.747	186.6311	1.603803	3.54569	1.411048
120	-2131.422	-2318.257	186.8357	1.748566	3.695036	1.071498
126	-2128.065	-2314.825	186.76	1.742261	3.76074	1.125277
132	-2119.922	-2306.886	186.9639	1.436757	2.527553	1.609702
138	-2109.047	-2295.285	186.2377	1.440278	3.510444	1.824585
144	-2106.424	-2292.866	186.4418	1.399667	3.334773	1.757755
150	-2112.61	-2298.554	185.9448	1.359127	4.146286	1.928155
156	-2103.668	-2289.948	186.2803	1.335809	2.851805	2.046836
162	-2108.049	-2294.29	186.2406	1.408316	4.046101	1.71302
168	-2108.913	-2295.925	187.0118	1.523557	2.7032	1.447623
174	-2115.995	-2303.183	187.1884	1.49398	2.7032	1.332796
180	-2112.703	-2299.451	186.7482	1.479244	3.792331	1.347006
186	-2112.609	-2300.093	187.4836	1.4719	2.365356	1.243935
192	-2111.421	-2297.842	186.4218	1.543896	4.108082	1.466774
198	-2107.082	-2293.824	186.7416	1.651816	4.064636	1.129471
204	-2104.608	-2291.2	186.5923	1.540852	4.064636	1.348013
210	-2108.634	-2295.404	186.7695	1.455996	3.346939	1.47602
216	-2112.801	-2299.478	186.6764	1.508685	3.5702	1.442465
222	-2123.317	-2310.676	187.3597	1.553171	2.404881	1.262636
228	-2109.702	-2296.336	186.6344	1.553171	3.846911	1.36348
234	-2106.488	-2292.665	186.1765	1.553171	4.01744	1.662499
240	-2103.258	-2289.384	186.1261	1.469562	4.433462	1.662499
246	-2103.584	-2290.173	186.5887	1.395855	3.266852	1.67571
252	-2116.04	-2302.256	186.2152	1.481539	3.457318	1.825486
258	-2118.863	-2304.826	185.9633	1.441878	3.638215	1.977755
264	-2122.883	-2308.669	185.7859	1.532117	5.138392	1.713952
270	-2110.705	-2296.999	186.2946	1.343042	3.352904	1.89326
276	-2107.284	-2293.252	185.9679	1.474086	3.639124	1.952838
282	-2105.067	-2290.933	185.8653	1.474086	4.460562	1.836091
288	-2106.824	-2292.646	185.8226	1.330372	4.858884	1.882579
294	-2116.658	-2302.094	185.436	1.248962	4.342609	2.292724
300	-2116.226	-2301.636	185.4095	1.248962	3.488449	2.494962
306	-2112.788	-2298.199	185.4106	1.182782	3.664918	2.494962
312	-2117.59	-2302.913	185.3221	1.182782	3.916628	2.494962
318	-2121.564	-2306.89	185.3258	1.183972	4.895083	2.298929
324	-2119.418	-2304.801	185.3829	1.203172	3.883354	2.451231
330	-2114.784	-2300.28	185.4962	1.190118	3.413934	2.495191
336	-2112.992	-2298.422	185.4306	1.162437	3.449023	2.54503
342	-2111.266	-2296.815	185.5491	1.183451	3.097253	2.54503
348	-2098.942	-2284.484	185.5429	1.162554	3.550373	2.451025
354	-2096.45	-2281.762	185.312	1.287126	3.514548	2.525902
360	-2096.213	-2282.777	186.5641	1.390254	3.745632	1.567697
366	-2098.441	-2284.523	186.0819	1.390254	3.157184	2.056237
372	-2093.371	-2279.679	186.3075	1.662907	4.27435	1.421959
378	-2104.532	-2291.062	186.5299	1.634702	3.699812	1.421959
384	-2105.486	-2291.972	186.4867	1.614426	3.435397	1.54359
390	-2111.436	-2297.776	186.3408	1.691923	4.906976	1.218203
396	-2104.9	-2291.409	186.5087	1.691277	3.521605	1.444841
402	-2115.017	-2301.057	186.0402	1.716099	4.885084	1.444841
408	-2111.496	-2298.148	186.6522	1.856429	4.080672	1.016505
414	-2112.485	-2299.216	186.7309	1.887265	4.194841	0.8586321
420	-2101.703	-2288.094	186.391	1.887265	5.186115	0.9116348
426	-2098.901	-2285.323	186.4221	1.854332	4.580816	1.087253
432	-2099.482	-2286.264	186.7822	1.780495	3.72541	1.081475
438	-2102.224	-2288.462	186.2378	1.87149	5.519138	0.996459
444	-2098.633	-2285.622	186.9888	1.834091	3.267642	0.996459
450	-2099.564	-2286.091	186.527	1.834091	4.316617	1.084367
456	-2099.609	-2286.549	186.9397	1.895418	3.447513	0.910205
462	-2095.281	-2282.16	186.879	1.794482	3.456397	1.070371
468	-2100.291	-2287.378	187.0877	1.754728	2.967733	1.09624
474	-2097.377	-2284.759	187.3822	1.656753	2.375012	1.168478
480	-2085.192	-2271.749	186.5569	1.6406	3.560785	1.435611
486	-2084.547	-2270.964	186.4178	1.591867	4.473124	1.34248
492	-2098.021	-2284.693	186.672	1.506306	4.021555	1.323425
498	-2093.525	-2280.139	186.6137	1.523238	3.249368	1.570595
504	-2098.889	-2285.101	186.2122	1.417159	3.564257	1.844262
510	-2093.906	-2280.191	186.2847	1.31538	3.644293	1.844262
516	-2093.203	-2279.191	185.9886	1.292939	3.096448	2.19718
522	-2099.341	-2286.387	187.0456	1.440221	2.848245	1.435299
528	-2096.532	-2283.065	186.5324	1.489879	3.877797	1.482733
534	-2088.099	-2274.706	186.6063	1.458192	3.33628	1.598462
540	-2106.819	-2293.489	186.6702	1.501371	2.463174	1.794355
546	-2093.317	-2279.946	186.6282	1.459422	3.325829	1.584588
552	-2097.017	-2283.429	186.4127	1.31709	3.162001	1.882272
558	-2099.125	-2285.311	186.1869	1.342909	3.684874	1.882272
564	-2110.265	-2296.027	185.7622	1.310784	3.883666	2.139738
570	-2103.702	-2289.545	185.8428	1.285907	3.338517	2.233068
